event_id,timestamp,host_id,user_hash,session_id,step,parent_process,process,event_type,target,relation,signed,notarized,gatekeeper_bypass,xprotect_detection,privilege_escalation,persistence_write,sensitive_access,network_beacon,file_write_count,bytes_out,command_risk,scenario,mitre_technique,label,data_source
evt-0001-5,2026-01-15 08:09:39+00:00,mac-015,user-22503,session-0001,5,Notes,Finder,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,8,1545,0.0783938997998998,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0002-0,2026-01-15 08:14:00+00:00,mac-012,user-44352,session-0002,0,launchd,WindowServer,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,3,452,0.017631824526104338,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0002-1,2026-01-15 08:14:22+00:00,mac-012,user-44352,session-0002,1,WindowServer,WindowServer,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,2,3381,0.04226462267254364,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0002-2,2026-01-15 08:14:42+00:00,mac-012,user-44352,session-0002,2,WindowServer,Finder,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,6,1123,0.027895764166660536,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0002-3,2026-01-15 08:15:00+00:00,mac-012,user-44352,session-0002,3,Finder,Notes,file_read,/System/Library,reads,1,1,0,0,0,0,0,0,3,1331,0.044414333961342777,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0002-4,2026-01-15 08:15:17+00:00,mac-012,user-44352,session-0002,4,Notes,backupd,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,7,2877,0.021772904056409786,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0002-5,2026-01-15 08:15:37+00:00,mac-012,user-44352,session-0002,5,backupd,softwareupdated,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,6,268,0.0033238688652252324,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0003-0,2026-01-15 08:22:04+00:00,mac-016,user-72830,session-0003,0,launchd,Mail,network_connect,mail.example,connects,1,1,0,0,0,0,0,0,1,816,0.04853888877351274,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0003-1,2026-01-15 08:22:21+00:00,mac-016,user-72830,session-0003,1,Mail,Safari,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,3,985,0.0056276047907504526,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0003-2,2026-01-15 08:22:38+00:00,mac-016,user-72830,session-0003,2,Safari,Finder,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,3,1453,0.041328883689446684,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0003-3,2026-01-15 08:23:00+00:00,mac-016,user-72830,session-0003,3,Finder,softwareupdated,network_connect,mail.example,connects,1,1,0,0,0,0,0,0,1,10417,0.09232920772326488,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0003-4,2026-01-15 08:23:16+00:00,mac-016,user-72830,session-0003,4,softwareupdated,Preview,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,3,1353,0.05200358508479027,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0003-5,2026-01-15 08:23:38+00:00,mac-016,user-72830,session-0003,5,Preview,mdworker,network_connect,icloud.example,connects,1,1,0,0,0,0,0,0,8,3558,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0004-0,2026-01-15 08:31:02+00:00,mac-012,user-68163,session-0004,0,launchd,Mail,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,3,2188,0.031786869421927655,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0004-1,2026-01-15 08:31:20+00:00,mac-012,user-68163,session-0004,1,Mail,Notes,network_connect,icloud.example,connects,1,1,0,0,0,0,0,0,8,1156,0.022564404417493078,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0004-2,2026-01-15 08:31:40+00:00,mac-012,user-68163,session-0004,2,Notes,Safari,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,4,4705,0.05826936727846612,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0004-3,2026-01-15 08:32:01+00:00,mac-012,user-68163,session-0004,3,Safari,WindowServer,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,7,1407,0.06888280090266741,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0004-4,2026-01-15 08:32:18+00:00,mac-012,user-68163,session-0004,4,WindowServer,Finder,file_read,/System/Library,reads,1,1,0,0,0,0,0,0,6,309,0.07689872620133772,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0004-5,2026-01-15 08:32:38+00:00,mac-012,user-68163,session-0004,5,Finder,mdworker,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,5,974,0.03618693668869103,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0005-0,2026-01-15 08:35:01+00:00,mac-029,user-43698,session-0005,0,launchd,WindowServer,file_read,/System/Library,reads,1,1,0,0,0,0,0,0,9,7059,0.03487095777834889,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0005-1,2026-01-15 08:35:21+00:00,mac-029,user-43698,session-0005,1,WindowServer,Safari,file_write,~/Documents,writes,1,1,0,0,0,0,0,0,1,3126,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0005-2,2026-01-15 08:35:40+00:00,mac-029,user-43698,session-0005,2,Safari,Mail,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,6,1583,0.05754884065553176,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0005-3,2026-01-15 08:36:01+00:00,mac-029,user-43698,session-0005,3,Mail,mdworker,file_write,~/Pictures,writes,1,1,0,0,0,0,0,0,3,624,0.035509714654213535,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0005-4,2026-01-15 08:36:20+00:00,mac-029,user-43698,session-0005,4,mdworker,softwareupdated,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,2,2129,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0005-5,2026-01-15 08:36:37+00:00,mac-029,user-43698,session-0005,5,softwareupdated,WindowServer,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,6,1037,0.07383964723923493,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0006-0,2026-01-15 08:46:01+00:00,mac-019,user-93371,session-0006,0,launchd,Calendar,network_connect,icloud.example,connects,1,1,0,0,0,0,0,0,5,477,0.05186742721158005,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0006-1,2026-01-15 08:46:19+00:00,mac-019,user-93371,session-0006,1,Calendar,backupd,network_connect,updates.example,connects,1,1,0,0,0,0,0,0,1,466,0.023642918082811114,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0006-2,2026-01-15 08:46:40+00:00,mac-019,user-93371,session-0006,2,backupd,Preview,file_write,~/Pictures,writes,1,1,0,0,0,0,0,0,4,2575,0.03171279569756863,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0006-3,2026-01-15 08:46:59+00:00,mac-019,user-93371,session-0006,3,Preview,WindowServer,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,3,1246,0.06690600393665964,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0006-4,2026-01-15 08:47:17+00:00,mac-019,user-93371,session-0006,4,WindowServer,mdworker,file_write,~/Library/Preferences,writes,1,1,0,0,0,0,0,0,4,448,0.028533117876516675,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0006-5,2026-01-15 08:47:36+00:00,mac-019,user-93371,session-0006,5,mdworker,Calendar,file_read,~/Documents,reads,1,1,0,0,0,0,0,0,7,439,0.04015847655905671,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0007-0,2026-01-15 08:53:04+00:00,mac-016,user-73484,session-0007,0,launchd,Preview,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,7,1867,0.06713217511114775,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0007-1,2026-01-15 08:53:21+00:00,mac-016,user-73484,session-0007,1,Preview,backupd,file_read,~/Documents,reads,1,1,0,0,0,0,0,0,2,253,0.03160981579703384,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0007-2,2026-01-15 08:53:39+00:00,mac-016,user-73484,session-0007,2,backupd,backupd,network_connect,updates.example,connects,1,1,0,0,0,0,0,0,2,102,0.026412612301684138,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0007-3,2026-01-15 08:53:59+00:00,mac-016,user-73484,session-0007,3,backupd,Finder,network_connect,mail.example,connects,1,1,0,0,0,0,0,0,5,2064,0.04861613065590131,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0007-4,2026-01-15 08:54:20+00:00,mac-016,user-73484,session-0007,4,Finder,Safari,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,6,3512,0.04328714542013631,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0007-5,2026-01-15 08:54:35+00:00,mac-016,user-73484,session-0007,5,Safari,Finder,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,3,313,0.055936772566278034,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0008-0,2026-01-15 08:58:04+00:00,mac-015,user-91320,session-0008,0,launchd,softwareupdated,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,6,489,0.05767124102247627,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0008-1,2026-01-15 08:58:21+00:00,mac-015,user-91320,session-0008,1,softwareupdated,Notes,network_connect,updates.example,connects,1,1,0,0,0,0,0,0,8,538,0.03823299045869822,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0008-2,2026-01-15 08:58:41+00:00,mac-015,user-91320,session-0008,2,Notes,WindowServer,file_write,~/Pictures,writes,1,1,0,0,0,0,0,0,2,965,0.0236770963833822,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0008-3,2026-01-15 08:58:59+00:00,mac-015,user-91320,session-0008,3,WindowServer,Calendar,file_read,~/Documents,reads,1,1,0,0,0,0,0,0,0,1352,0.017507630337806154,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0008-4,2026-01-15 08:59:19+00:00,mac-015,user-91320,session-0008,4,Calendar,Preview,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,8,5419,0.010584632014267452,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0008-5,2026-01-15 08:59:39+00:00,mac-015,user-91320,session-0008,5,Preview,mdworker,file_write,/System/Library,writes,1,1,0,0,0,0,0,0,6,393,0.029409834838479046,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0009-0,2026-01-15 09:07:02+00:00,mac-015,user-90666,session-0009,0,launchd,backupd,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,3,658,0.053528290270113285,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0009-1,2026-01-15 09:07:22+00:00,mac-015,user-90666,session-0009,1,backupd,Calendar,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,1,479,0.04588190278970659,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0009-2,2026-01-15 09:07:42+00:00,mac-015,user-90666,session-0009,2,Calendar,softwareupdated,network_connect,icloud.example,connects,1,1,0,0,0,0,0,0,3,3501,0.02898368946075644,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0009-3,2026-01-15 09:07:58+00:00,mac-015,user-90666,session-0009,3,softwareupdated,Calendar,file_write,~/Documents,writes,1,1,0,0,0,0,0,0,2,788,0.07406606599508353,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0009-4,2026-01-15 09:08:17+00:00,mac-015,user-90666,session-0009,4,Calendar,Mail,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,4,942,0.012165298951953792,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0009-5,2026-01-15 09:08:35+00:00,mac-015,user-90666,session-0009,5,Mail,mdworker,file_read,~/Documents,reads,1,1,0,0,0,0,0,0,5,1794,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0010-0,2026-01-15 09:14:04+00:00,mac-012,user-45660,session-0010,0,launchd,Mail,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,2,1415,0.01827381880338044,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0010-1,2026-01-15 09:14:21+00:00,mac-012,user-45660,session-0010,1,Mail,mdworker,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,6,1612,0.026932032595757993,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0010-2,2026-01-15 09:14:38+00:00,mac-012,user-45660,session-0010,2,mdworker,WindowServer,file_write,/System/Library,writes,1,1,0,0,0,0,0,0,3,1450,0.09956505706710184,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0010-3,2026-01-15 09:15:00+00:00,mac-012,user-45660,session-0010,3,WindowServer,Preview,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,7,2064,0.0774593610074183,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0010-4,2026-01-15 09:15:19+00:00,mac-012,user-45660,session-0010,4,Preview,Calendar,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,2,181,0.019332373827077635,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0010-5,2026-01-15 09:15:39+00:00,mac-012,user-45660,session-0010,5,Calendar,Mail,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,2,2671,0.03387348372023244,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0011-0,2026-01-15 09:18:02+00:00,mac-004,user-53597,session-0011,0,launchd,softwareupdated,network_connect,icloud.example,connects,1,1,0,0,0,0,0,0,3,1084,0.05754159120223917,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0011-1,2026-01-15 09:18:21+00:00,mac-004,user-53597,session-0011,1,softwareupdated,backupd,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,5,2703,0.0,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0011-2,2026-01-15 09:18:38+00:00,mac-004,user-53597,session-0011,2,backupd,WindowServer,network_connect,updates.example,connects,1,1,0,0,0,0,0,0,3,447,0.051195342918067765,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0011-3,2026-01-15 09:18:57+00:00,mac-004,user-53597,session-0011,3,WindowServer,Safari,exec,/System/Applications,executes,1,1,0,0,0,0,0,0,1,2043,0.06017520704861177,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0011-4,2026-01-15 09:19:18+00:00,mac-004,user-53597,session-0011,4,Safari,Safari,file_write,~/Documents,writes,1,1,0,0,0,0,0,0,4,2309,0.08493986306085788,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0011-5,2026-01-15 09:19:39+00:00,mac-004,user-53597,session-0011,5,Safari,Safari,network_connect,mail.example,connects,1,1,0,0,0,0,0,0,7,1829,0.051063640605101324,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0012-0,2026-01-15 09:26:00+00:00,mac-009,user-29786,session-0012,0,launchd,Calendar,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,1,1172,0.026095201028771872,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0012-1,2026-01-15 09:26:19+00:00,mac-009,user-29786,session-0012,1,Calendar,mdworker,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,4,1289,0.012663215738450424,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0012-2,2026-01-15 09:26:42+00:00,mac-009,user-29786,session-0012,2,mdworker,Safari,file_write,~/Documents,writes,1,1,0,0,0,0,0,0,0,1028,0.08493902916611601,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0012-3,2026-01-15 09:26:58+00:00,mac-009,user-29786,session-0012,3,Safari,Preview,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,5,403,0.05278054536368837,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0012-4,2026-01-15 09:27:16+00:00,mac-009,user-29786,session-0012,4,Preview,mdworker,network_connect,icloud.example,connects,1,1,0,0,0,0,0,0,5,1444,0.04948200085912908,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0012-5,2026-01-15 09:27:37+00:00,mac-009,user-29786,session-0012,5,mdworker,Preview,file_write,/System/Library,writes,1,1,0,0,0,0,0,0,4,690,0.046322120374247475,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0013-0,2026-01-15 09:31:01+00:00,mac-013,user-40993,session-0013,0,launchd,softwareupdated,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,3,3464,0.010948012181642822,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0013-1,2026-01-15 09:31:23+00:00,mac-013,user-40993,session-0013,1,softwareupdated,Calendar,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,6,809,0.021177702069284477,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0013-2,2026-01-15 09:31:42+00:00,mac-013,user-40993,session-0013,2,Calendar,backupd,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,2,5034,0.04088941192461562,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0013-3,2026-01-15 09:31:58+00:00,mac-013,user-40993,session-0013,3,backupd,softwareupdated,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,6,2268,0.04077713969427882,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0013-4,2026-01-15 09:32:18+00:00,mac-013,user-40993,session-0013,4,softwareupdated,Notes,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,4,345,0.03853971890353294,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0013-5,2026-01-15 09:32:36+00:00,mac-013,user-40993,session-0013,5,Notes,backupd,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,3,1370,0.014802676259411382,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0014-0,2026-01-15 09:39:00+00:00,mac-003,user-48276,session-0014,0,launchd,mdworker,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,8,1381,0.07112368446616114,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0014-1,2026-01-15 09:39:20+00:00,mac-003,user-48276,session-0014,1,mdworker,Mail,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,4,854,0.06623349026358519,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0014-2,2026-01-15 09:39:39+00:00,mac-003,user-48276,session-0014,2,Mail,Preview,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,4,666,0.09150745426310197,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0014-3,2026-01-15 09:40:01+00:00,mac-003,user-48276,session-0014,3,Preview,Mail,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,3,1710,0.024445807493643546,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0014-4,2026-01-15 09:40:20+00:00,mac-003,user-48276,session-0014,4,Mail,softwareupdated,network_connect,calendar.example,connects,1,1,0,0,0,0,0,0,3,850,0.01832486859191434,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0014-5,2026-01-15 09:40:35+00:00,mac-003,user-48276,session-0014,5,softwareupdated,Finder,network_connect,mail.example,connects,1,1,0,0,0,0,0,0,5,1101,0.051208101649328985,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0015-0,2026-01-15 09:49:00+00:00,mac-015,user-11861,session-0015,0,launchd,Safari,file_write,~/Documents,writes,1,1,0,0,0,0,0,0,2,2192,0.04529024331987626,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0015-1,2026-01-15 09:49:21+00:00,mac-015,user-11861,session-0015,1,Safari,Notes,file_write,~/Documents,writes,1,1,0,0,0,0,0,0,6,1574,0.05193823343166988,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0015-2,2026-01-15 09:49:40+00:00,mac-015,user-11861,session-0015,2,Notes,mdworker,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,7,1004,0.03910973159524773,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0015-3,2026-01-15 09:49:57+00:00,mac-015,user-11861,session-0015,3,mdworker,WindowServer,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,2,1007,0.04557805046015415,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0015-4,2026-01-15 09:50:18+00:00,mac-015,user-11861,session-0015,4,WindowServer,Safari,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,7,1975,0.04935966129265658,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0015-5,2026-01-15 09:50:39+00:00,mac-015,user-11861,session-0015,5,Safari,Finder,file_read,~/Library/Preferences,reads,1,1,0,0,0,0,0,0,8,1454,0.059170571794606094,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0016-0,2026-01-15 09:55:03+00:00,mac-018,user-17182,session-0016,0,launchd,WindowServer,file_read,~/Documents,reads,1,1,0,0,0,0,0,0,3,1439,0.056751981055054745,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0016-1,2026-01-15 09:55:23+00:00,mac-018,user-17182,session-0016,1,WindowServer,Safari,file_write,/System/Library,writes,1,1,0,0,0,0,0,0,1,3476,0.027481381406077095,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0016-2,2026-01-15 09:55:41+00:00,mac-018,user-17182,session-0016,2,Safari,backupd,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,2,1800,0.0484968840298176,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0016-3,2026-01-15 09:55:59+00:00,mac-018,user-17182,session-0016,3,backupd,WindowServer,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,6,2835,0.045069376206309186,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0016-4,2026-01-15 09:56:18+00:00,mac-018,user-17182,session-0016,4,WindowServer,mdworker,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,7,1189,0.020941913549308695,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0016-5,2026-01-15 09:56:36+00:00,mac-018,user-17182,session-0016,5,mdworker,backupd,auth,loginwindow,authenticates,1,1,0,0,0,0,0,0,8,1236,0.05027929795039908,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0017-0,2026-01-15 10:01:02+00:00,mac-010,user-08591,session-0017,0,launchd,Finder,file_read,~/Documents,reads,1,1,0,0,0,0,0,0,4,1045,0.013200936192744518,data_exfiltration,T1083,1,synthetic macOS Endpoint Security-style fixture
evt-0017-1,2026-01-15 10:01:20+00:00,mac-010,user-08591,session-0017,1,Finder,zip,exec,/usr/bin/zip,executes,1,1,0,0,0,0,0,0,4,912,0.00018014350696180653,data_exfiltration,T1560,1,synthetic macOS Endpoint Security-style fixture
evt-0017-2,2026-01-15 10:01:38+00:00,mac-010,user-08591,session-0017,2,zip,zip,file_write,/tmp/archive.zip,writes,1,1,0,0,0,0,1,0,5,971,0.2708148612931538,data_exfiltration,T1560,1,synthetic macOS Endpoint Security-style fixture
evt-0017-3,2026-01-15 10:01:57+00:00,mac-010,user-08591,session-0017,3,zip,curl,network_connect,upload.example,connects,1,1,0,0,0,0,1,1,3,22327,0.4763311220820307,data_exfiltration,T1041,1,synthetic macOS Endpoint Security-style fixture
evt-0017-4,2026-01-15 10:02:18+00:00,mac-010,user-08591,session-0017,4,curl,curl,network_connect,upload.example,connects,1,1,0,0,0,0,0,1,7,114021,0.2643415877836023,data_exfiltration,T1041,1,synthetic macOS Endpoint Security-style fixture
evt-0017-5,2026-01-15 10:02:36+00:00,mac-010,user-08591,session-0017,5,curl,rm,file_delete,/tmp/archive.zip,deletes,1,1,0,0,0,0,0,0,3,1661,0.012566558136323909,data_exfiltration,T1070,1,synthetic macOS Endpoint Security-style fixture
evt-0018-0,2026-01-15 10:10:01+00:00,mac-024,user-32402,session-0018,0,launchd,WindowServer,file_read,~/Pictures,reads,1,1,0,0,0,0,0,0,5,1168,0.06834201196891754,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0018-1,2026-01-15 10:10:19+00:00,mac-024,user-32402,session-0018,1,WindowServer,Safari,file_write,~/Library/Preferences,writes,1,1,0,0,0,0,0,0,1,601,0.03410426594562868,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0018-2,2026-01-15 10:10:40+00:00,mac-024,user-32402,session-0018,2,Safari,Finder,file_write,~/Documents,writes,1,1,0,0,0,0,0,0,3,536,0.03342316438859118,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0018-3,2026-01-15 10:10:58+00:00,mac-024,user-32402,session-0018,3,Finder,backupd,exec,/usr/bin/open,executes,1,1,0,0,0,0,0,0,6,221,0.02642072922359715,benign,,0,synthetic macOS Endpoint Security-style fixture
evt-0018-4,2026-01-15 10:11:16+00:00,mac-024,user-32402,session-0018,4,backupd,mdworker,exec,/System/Library/CoreServices,executes,1,1,0,0,0,0,0,0,1,2478,0.06575488507881827,benign,,0,synthetic macOS Endpoint Security-style fixture
